chembl_id,canonical_smiles,chemical_formula,ic50_nM,pIC50,assay_description,target_name,inchi,inchi_key
CHEMBL2068480,,C8H18Cl2N4Pt,43000.0,4.37,cytotoxicity against A2780cisR cells incubated for 24 hr in MTT assay,A2780cisR,,
CHEMBL2068480,,C8H18Cl2N4Pt,26000.0,4.58,cytotoxicity against CH1 cells incubated for 24 hr in MTT assay.,CH1,,
CHEMBL2068480,,C8H18Cl2N4Pt,53000.0,4.28,cytotoxicity against CH1cisR cells incubated for 24 hr in MTT assay,CH1,,
CHEMBL2068480,,C8H18Cl2N4Pt,43000.0,4.37,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,41M,,
CHEMBL2068480,,C8H18Cl2N4Pt,153000.0,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,41M,,
CHEMBL2068312,,C8H16Cl2N2O5Pt,7000.0,5.16,Growth and colony formation inhibition of CEM leukemia cancer cell lines,CCRF-CEM,,
CHEMBL2068312,,C8H16Cl2N2O5Pt,2800.0,5.55,Growth and colony formation inhibition of A2780 ovarian cancer cell lines,A2780,,
CHEMBL2068312,,C8H16Cl2N2O5Pt,24000.0,4.62,Growth and colony formation inhibition of SKOV-3 ovarian cancer cell lines,SK-OV-3,,
CHEMBL1386,,H6Cl2N2Pt,81000.0,4.09,In vitro growth inhibition against OV-1063 cells incubated for 4 hr using cytotoxicity assay,OV-1063,,
CHEMBL1386,,H6Cl2N2Pt,73000.0,4.14,In vitro growth inhibition against OV-1063 cells incubated for 24 hr using cytotoxicity assay,OV-1063,,
CHEMBL1386,,H6Cl2N2Pt,52000.0,4.28,In vitro growth inhibition against OV-1063 cells incubated for 72 hr using cytotoxicity assay,OV-1063,,
CHEMBL2068476,,C5H12Cl2N2Pt,4200.0,5.38,In vitro growth inhibition against OV-1063 cells incubated for 4 hr using cytotoxicity assay,OV-1063,,
CHEMBL2068476,,C5H12Cl2N2Pt,3100.0,5.51,In vitro growth inhibition against OV-1063 cells incubated for 24 hr using cytotoxicity assay,OV-1063,,
CHEMBL2068476,,C5H12Cl2N2Pt,2600.0,5.58,In vitro growth inhibition against OV-1063 cells incubated for 72 hr using cytotoxicity assay,OV-1063,,
CHEMBL11359,,H6Cl2N2Pt+2,2000.0,5.7,In vitro growth inhibition against OV-1063 cells incubated for 4 hr using cytotoxicity assay,OV-1063,,
CHEMBL11359,,H6Cl2N2Pt+2,700.0,6.16,In vitro growth inhibition against OV-1063 cells incubated for 24 hr using cytotoxicity assay,OV-1063,,
CHEMBL11359,,H6Cl2N2Pt+2,500.0,6.3,In vitro growth inhibition against OV-1063 cells incubated for 72 hr using cytotoxicity assay,OV-1063,,
CHEMBL2068476,,C5H12Cl2N2Pt,11000.0,4.96,In vitro growth inhibition against OV-1063 cells incubated for 4 hr using cytotoxicity assay,OV-1063,,
CHEMBL2068476,,C5H12Cl2N2Pt,9500.0,5.02,In vitro growth inhibition against OV-1063 cells incubated for 24 hr using cytotoxicity assay,OV-1063,,
CHEMBL2068476,,C5H12Cl2N2Pt,8700.0,5.06,In vitro growth inhibition against OV-1063 cells incubated for 72 hr using cytotoxicity assay,OV-1063,,
CHEMBL147416,,C10H18Cl2N3Pt+3,7400.0,5.13,In vitro growth inhibition against OV-1063 cells incubated for 4 hr using cytotoxicity assay,OV-1063,,
CHEMBL147416,,C10H18Cl2N3Pt+3,6000.0,5.22,In vitro growth inhibition against OV-1063 cells incubated for 24 hr using cytotoxicity assay,OV-1063,,
CHEMBL147416,,C10H18Cl2N3Pt+3,5100.0,5.29,In vitro growth inhibition against OV-1063 cells incubated for 72 hr using cytotoxicity assay,OV-1063,,
CHEMBL148624,,C6H10Cl2N2Pt+2,18000.0,4.75,In vitro growth inhibition against OV-1063 cells incubated for 4 hr using cytotoxicity assay,OV-1063,,
CHEMBL148624,,C6H10Cl2N2Pt+2,16000.0,4.8,In vitro growth inhibition against OV-1063 cells incubated for 24 hr using cytotoxicity assay,OV-1063,,
CHEMBL148624,,C6H10Cl2N2Pt+2,14000.0,4.85,In vitro growth inhibition against OV-1063 cells incubated for 72 hr using cytotoxicity assay,OV-1063,,
CHEMBL148734,,C11H18Cl2N2Pt+2,6500.0,5.19,In vitro growth inhibition against OV-1063 cells incubated for 4 hr using cytotoxicity assay,OV-1063,,
CHEMBL148734,,C11H18Cl2N2Pt+2,6000.0,5.22,In vitro growth inhibition against OV-1063 cells incubated for 24 hr using cytotoxicity assay,OV-1063,,
CHEMBL148734,,C11H18Cl2N2Pt+2,4500.0,5.35,In vitro growth inhibition against OV-1063 cells incubated for 72 hr using cytotoxicity assay,OV-1063,,
CHEMBL148624,,C6H10Cl2N2Pt+2,6000.0,5.22,In vitro growth inhibition against OV-1063 cells incubated for 4 hr using cytotoxicity assay,OV-1063,,
CHEMBL148624,,C6H10Cl2N2Pt+2,5100.0,5.29,In vitro growth inhibition against OV-1063 cells incubated for 24 hr using cytotoxicity assay,OV-1063,,
CHEMBL148624,,C6H10Cl2N2Pt+2,4000.0,5.4,In vitro growth inhibition against OV-1063 cells incubated for 72 hr using cytotoxicity assay,OV-1063,,
CHEMBL177002,,C17H30N2O4Pt,630.0,6.2,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,HL-60,,
CHEMBL177002,,C17H30N2O4Pt,9240.0,5.03,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,Bel-7402,,
CHEMBL177002,,C17H30N2O4Pt,12250.0,4.91,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,A549,,
CHEMBL437528,,C5H9Br3NO2PdS2-,5000.0,5.3,Concentration of the compound required to inhibit cell growth by 50% towards human HeLa tumor cell lines by the trypan blue dye exclusion test after 72 h,HeLa,,
CHEMBL385558,,C5H9AuCl2NO2S2,900.0,6.05,Concentration of the compound required to inhibit cell growth by 50% towards human HL60 tumor cell lines by the trypan blue dye exclusion test after 72 h,HL-60,,
CHEMBL385558,,C5H9AuCl2NO2S2,1700.0,5.77,Concentration of the compound required to inhibit cell growth by 50% towards human HeLa tumor cell lines by the trypan blue dye exclusion test after 72 h,HeLa,,
CHEMBL216701,,C5H9AuBr2NO2S2,800.0,6.1,Concentration of the compound required to inhibit cell growth by 50% towards human HL60 tumor cell lines by the trypan blue dye exclusion test after 72 h,HL-60,,
CHEMBL216701,,C5H9AuBr2NO2S2,1800.0,5.75,Concentration of the compound required to inhibit cell growth by 50% towards human HeLa tumor cell lines by the trypan blue dye exclusion test after 72 h,HeLa,,
CHEMBL11359,,H6Cl2N2Pt+2,1370.0,5.86,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,45030.0,4.35,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,32900.0,4.48,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL175535,,C9H18N2O4Pt+2,176030.0,,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL175535,,C9H18N2O4Pt+2,952200.0,,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL175535,,C9H18N2O4Pt+2,2300.0,5.64,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL1351,,C6H12N2O4Pt,7660.0,5.12,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL1351,,C6H12N2O4Pt,123270.0,,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL1351,,C6H12N2O4Pt,16100.0,4.79,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL367622,,C2H6Cl2N2Pt,5550.0,5.26,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL367622,,C2H6Cl2N2Pt,117960.0,,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL367622,,C2H6Cl2N2Pt,21100.0,4.68,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL177567,,C5H8N2O4Pt,8840.0,5.05,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL177567,,C5H8N2O4Pt,64840.0,4.19,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL177567,,C5H8N2O4Pt,7300.0,5.14,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL177920,,C8H12N2O4Pt,9210.0,5.04,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL177920,,C8H12N2O4Pt,65990.0,4.18,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL177920,,C8H12N2O4Pt,7200.0,5.14,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL177971,,C6H16Cl2N2Pt+2,27240.0,4.57,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL177971,,C6H16Cl2N2Pt+2,126800.0,,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL177971,,C6H16Cl2N2Pt+2,4600.0,5.34,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL175844,,C12H22N2O4Pt+2,135900.0,,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL175844,,C12H22N2O4Pt+2,643850.0,,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL175844,,C12H22N2O4Pt+2,4700.0,5.33,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL179236,,C6H14Cl2N2Pt+2,38860.0,4.41,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL179236,,C6H14Cl2N2Pt+2,100220.0,,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL179236,,C6H14Cl2N2Pt+2,2600.0,5.58,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL368607,,C9H16N2O4Pt+2,167860.0,,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL368607,,C9H16N2O4Pt+2,385980.0,,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL368607,,C9H16N2O4Pt+2,2300.0,5.64,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL368608,,C12H20N2O4Pt+2,167520.0,,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL368608,,C12H20N2O4Pt+2,615160.0,,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL368608,,C12H20N2O4Pt+2,3700.0,5.43,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL175505,,C6H12Cl2N2Pt,1030.0,5.99,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL175505,,C6H12Cl2N2Pt,8260.0,5.08,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL175505,,C6H12Cl2N2Pt,8000.0,5.1,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL414804,,C8H12N2O4Pt,480.0,6.32,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL414804,,C8H12N2O4Pt,6620.0,5.18,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL414804,,C8H12N2O4Pt,12400.0,4.91,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL435547,,C9H14N2O4Pt,2220.0,5.65,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL435547,,C9H14N2O4Pt,9690.0,5.01,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL435547,,C9H14N2O4Pt,4400.0,5.36,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL176766,,C12H18N2O4Pt,1520.0,5.82,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,A2780,,
CHEMBL176766,,C12H18N2O4Pt,3740.0,5.43,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,A2780,,
CHEMBL176766,,C12H18N2O4Pt,2500.0,5.6,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,1700.0,5.77,Concentration of the compound required to inhibit cell growth by 50% towards human HL60 tumor cell lines by the trypan blue dye exclusion test after 72 h,HL-60,,
CHEMBL11359,,H6Cl2N2Pt+2,1200.0,5.92,Concentration of the compound required to inhibit cell growth by 50% towards human HeLa tumor cell lines by the trypan blue dye exclusion test after 72 h,HeLa,,
CHEMBL384973,,C6H11Br2NO2PtS2,15000.0,,Concentration of the compound required to inhibit cell growth by 50% towards human HL60 tumor cell lines by the trypan blue dye exclusion test after 72 h,HL-60,,
CHEMBL384973,,C6H11Br2NO2PtS2,15000.0,,Concentration of the compound required to inhibit cell growth by 50% towards human HeLa tumor cell lines by the trypan blue dye exclusion test after 72 h,HeLa,,
CHEMBL217086,,C5H9Cl3NO2PtS2-,15000.0,,Concentration of the compound required to inhibit cell growth by 50% towards human HL60 tumor cell lines by the trypan blue dye exclusion test after 72 h,HL-60,,
CHEMBL217086,,C5H9Cl3NO2PtS2-,15000.0,,Concentration of the compound required to inhibit cell growth by 50% towards human HeLa tumor cell lines by the trypan blue dye exclusion test after 72 h,HeLa,,
CHEMBL386070,,C5H9Cl3NO2PdS2-,3800.0,5.42,Concentration of the compound required to inhibit cell growth by 50% towards human HL60 tumor cell lines by the trypan blue dye exclusion test after 72 h,HL-60,,
CHEMBL386070,,C5H9Cl3NO2PdS2-,6000.0,5.22,Concentration of the compound required to inhibit cell growth by 50% towards human HeLa tumor cell lines by the trypan blue dye exclusion test after 72 h,HeLa,,
CHEMBL217087,,C5H9Br3NO2PtS2-,15000.0,,Concentration of the compound required to inhibit cell growth by 50% towards human HL60 tumor cell lines by the trypan blue dye exclusion test after 72 h,HL-60,,
CHEMBL217087,,C5H9Br3NO2PtS2-,15000.0,,Concentration of the compound required to inhibit cell growth by 50% towards human HeLa tumor cell lines by the trypan blue dye exclusion test after 72 h,HeLa,,
CHEMBL437528,,C5H9Br3NO2PdS2-,3700.0,5.43,Concentration of the compound required to inhibit cell growth by 50% towards human HL60 tumor cell lines by the trypan blue dye exclusion test after 72 h,HL-60,,
CHEMBL369881,,C18H30N2O6Pt,1610.0,5.79,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,HL-60,,
CHEMBL369881,,C18H30N2O6Pt,3740.0,5.43,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,Bel-7402,,
CHEMBL369881,,C18H30N2O6Pt,14700.0,4.83,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,A549,,
CHEMBL175793,,C18H30N2O6Pt,50.0,7.3,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,HL-60,,
CHEMBL175793,,C18H30N2O6Pt,3130.0,5.5,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,Bel-7402,,
CHEMBL175793,,C18H30N2O6Pt,8670.0,5.06,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,A549,,
CHEMBL11359,,H6Cl2N2Pt+2,330.0,6.48,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,HL-60,,
CHEMBL11359,,H6Cl2N2Pt+2,770.0,6.11,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,Bel-7402,,
CHEMBL11359,,H6Cl2N2Pt+2,683.0,6.17,Inhibitory concentration againstHuman cell lung carcinoma cell line NCI-H69; n=3,NCI-H69,,
CHEMBL11359,,H6Cl2N2Pt+2,2230.0,5.65,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,A549,,
CHEMBL611449,,C20H29ClN6PtS+2,750.0,6.12,In vitro inhibitory concentration against growth of U87MG glioblastoma cell line in clonogenic survival assay after 24 hr,U-87 MG,,
CHEMBL11359,,H6Cl2N2Pt+2,490.0,6.31,In vitro inhibitory concentration against growth of U87MG glioblastoma cell line in clonogenic survival assay after 24 hr,U-87 MG,,
CHEMBL1351,,C6H12N2O4Pt,2860.0,5.54,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,HL-60,,
CHEMBL1351,,C6H12N2O4Pt,36100.0,4.44,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,Bel-7402,,
CHEMBL1351,,C6H12N2O4Pt,42300.0,4.37,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,A549,,
CHEMBL1627737,,C32H48Cl2N2O3Pt,3300.0,5.48,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780wt,A2780,,
CHEMBL1627737,,C32H48Cl2N2O3Pt,4200.0,5.38,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780cp,A2780,,
CHEMBL1627737,,C32H48Cl2N2O3Pt,9600.0,5.02,Inhibition of estrogen dependent human ovarian cancer OVCAR-3 cell proliferation,Estrogen receptor,,
CHEMBL1627737,,C32H48Cl2N2O3Pt,8100.0,5.09,Inhibition of estrogen dependent human ovarian cancer SKOV-3 cell proliferation ,Estrogen receptor,,
CHEMBL1627734,,C34H52Cl2N2O3Pt,2300.0,5.64,inhibitory concentration against estrogen independent human uterus cancer cell line HeLa,HeLa,,
CHEMBL1627734,,C34H52Cl2N2O3Pt,1700.0,5.77,Inhibition of estrogen dependent human uterus cancer RL-95-2 cell proliferation,Estrogen receptor,,
CHEMBL1627734,,C34H52Cl2N2O3Pt,2300.0,5.64,Inhibition of estrogen dependent human uterus cancer Ishikawa cell proliferation,Estrogen receptor,,
CHEMBL1627734,,C34H52Cl2N2O3Pt,2400.0,5.62,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780wt,A2780,,
CHEMBL1627734,,C34H52Cl2N2O3Pt,2700.0,5.57,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780cp,A2780,,
CHEMBL1627734,,C34H52Cl2N2O3Pt,3000.0,5.52,Inhibition of estrogen dependent human ovarian cancer OVCAR-3 cell proliferation,Estrogen receptor,,
CHEMBL1627734,,C34H52Cl2N2O3Pt,3100.0,5.51,Inhibition of estrogen dependent human ovarian cancer SKOV-3 cell proliferation ,Estrogen receptor,,
CHEMBL1627993,,C36H56Cl2N2O3Pt,5200.0,5.28,inhibitory concentration against estrogen independent human uterus cancer cell line HeLa,HeLa,,
CHEMBL1627993,,C36H56Cl2N2O3Pt,2700.0,5.57,Inhibition of estrogen dependent human uterus cancer RL-95-2 cell proliferation,Estrogen receptor,,
CHEMBL1627993,,C36H56Cl2N2O3Pt,3300.0,5.48,Inhibition of estrogen dependent human uterus cancer Ishikawa cell proliferation,Estrogen receptor,,
CHEMBL1627993,,C36H56Cl2N2O3Pt,1700.0,5.77,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780wt,A2780,,
CHEMBL1627993,,C36H56Cl2N2O3Pt,2300.0,5.64,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780cp,A2780,,
CHEMBL1627993,,C36H56Cl2N2O3Pt,2900.0,5.54,Inhibition of estrogen dependent human ovarian cancer OVCAR-3 cell proliferation,Estrogen receptor,,
CHEMBL1627993,,C36H56Cl2N2O3Pt,5200.0,5.28,Inhibition of estrogen dependent human ovarian cancer SKOV-3 cell proliferation ,Estrogen receptor,,
CHEMBL11359,,H6Cl2N2Pt+2,3600.0,5.44,inhibitory concentration against estrogen independent human uterus cancer cell line HeLa,HeLa,,
CHEMBL11359,,H6Cl2N2Pt+2,10300.0,4.99,Inhibition of estrogen dependent human uterus cancer RL-95-2 cell proliferation,Estrogen receptor,,
CHEMBL11359,,H6Cl2N2Pt+2,7900.0,5.1,Inhibition of estrogen dependent human uterus cancer Ishikawa cell proliferation,Estrogen receptor,,
CHEMBL11359,,H6Cl2N2Pt+2,700.0,6.16,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780wt,A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,6500.0,5.19,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780cp,A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,2500.0,5.6,Inhibition of estrogen dependent human ovarian cancer OVCAR-3 cell proliferation,Estrogen receptor,,
CHEMBL11359,,H6Cl2N2Pt+2,5800.0,5.24,Inhibition of estrogen dependent human ovarian cancer SKOV-3 cell proliferation ,Estrogen receptor,,
CHEMBL186705,,C6H8Cl2N2Pt+2,13000.0,4.89,inhibitory concentration against estrogen independent human uterus cancer cell line HeLa,HeLa,,
CHEMBL186705,,C6H8Cl2N2Pt+2,31000.0,4.51,Inhibition of estrogen dependent human uterus cancer RL-95-2 cell proliferation,Estrogen receptor,,
CHEMBL186705,,C6H8Cl2N2Pt+2,25200.0,4.6,Inhibition of estrogen dependent human uterus cancer Ishikawa cell proliferation,Estrogen receptor,,
CHEMBL186705,,C6H8Cl2N2Pt+2,4200.0,5.38,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780wt,A2780,,
